Country Name,Country Code,Series Name,Series Code,2016 [YR2016]
Afghanistan,AFG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.38389195513915
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27543168367423
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.39769480268757
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,30.6944150806719
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.489437796230499
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.403607559009
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.931195987079561
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27699094497324
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.891591752655362
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,12.4433748584372
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.346376929989397
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.78679347602044
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.51352572692995
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.28192813061895
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.8365807653496
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.97385264653181
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.663427167917601
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.793310145785624
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.21988689395718
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.62321431764138
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.58410000000002
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.81495791361944
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.73914352329393
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.278693265753083
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.79864988645371
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.441041448058809
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.55768961400965
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.40781637091706
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.01913975139128
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.874190383288856
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.42875954701085
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.62525835861814
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.94543276106518
Chad,TCD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.792440525236102
Channel Islands,CHI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Chile,CHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.78619355893118
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.00000182191943
Colombia,COL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.51346024627675
Comoros,COM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.797517430888487
"Congo, Dem. Rep.",COD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.88585107289988
"Congo, Rep.",COG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.19056179723773
Costa Rica,CRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.0174788505908217
Cote d'Ivoire,CIV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.723178457513308
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.12500000000002
Cuba,CUB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Curacao,CUW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.0472079848940293
Cyprus,CYP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.42916666666665
Czechia,CZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.683504209385703
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.250000000000031
Djibouti,DJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.73841208738755
Dominica,DMA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.141816225732312
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.61416607245223
Ecuador,ECU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.72826463324533
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.813606214829
El Salvador,SLV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.60404908699661
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.41193915479015
Eritrea,ERI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Estonia,EST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.148684907627373
Eswatini,SWZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.8472745908568
Ethiopia,ETH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.62813337230924
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Fiji,FJI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.86322538221269
Finland,FIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.356684500891695
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.18333486112386
French Polynesia,PYF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Gabon,GAB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.10670712784054
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.22879272057922
Georgia,GEO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.13492713939121
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.491747008445174
Ghana,GHA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.4546347070868
Gibraltar,GIB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Greece,GRC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.825653978390973
Greenland,GRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Grenada,GRD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.65038994431573
Guam,GUM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Guatemala,GTM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.44844199942827
Guinea,GIN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.17268112275132
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.50312055861088
Guyana,GUY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.836008061506207
Haiti,HTI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,11.5029073942666
Honduras,HND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.72461223295289
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.40930743862224
Hungary,HUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.394769306686392
Iceland,ISL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.69692761997751
India,IND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.94821634062141
Indonesia,IDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52580452815451
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.24542548952979
Iraq,IRQ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.556521397155511
Ireland,IRL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.0201247735963237
Isle of Man,IMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Israel,ISR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.535168195718695
Italy,ITA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.09401665691575
Jamaica,JAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.35102197485846
Japan,JPN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.127258844489754
Jordan,JOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.778430463054142
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,14.3610942386248
Kenya,KEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.29724953814625
Kiribati,KIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.91731090233378
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.971685739912168
Kosovo,XKX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.273169431045468
Kuwait,KWT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.19839776658374
Kyrgyz Republic,KGZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.388838296895799
Lao PDR,LAO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.59691227583204
Latvia,LVA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.140633334505327
Lebanon,LBN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.783359624361508
Lesotho,LSO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.59650490696543
Liberia,LBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.83424868336488
Libya,LBY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,25.8538742124461
Liechtenstein,LIE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Lithuania,LTU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.905525075460342
Luxembourg,LUX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.290833333333317
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.36895749705898
Madagascar,MDG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.03575858154679
Malawi,MWI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,21.7111132136499
Malaysia,MYS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.09056659525742
Maldives,MDV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.502509413611612
Mali,MLI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.79964707083386
Malta,MLT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.642702771527304
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Mauritania,MRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.47171045650004
Mauritius,MUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.977675134718965
Mexico,MEX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.8217078474766
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.03746806405349
Moldova,MDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.35930898037931
Monaco,MCO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Mongolia,MNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.733272227314397
Montenegro,MNE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.271385023385176
Morocco,MAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.63531114327064
Mozambique,MOZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.4180418197597
Myanmar,MMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.92882525816076
Namibia,NAM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.72858234593338
Nauru,NRU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Nepal,NPL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.7903433200464
Netherlands,NLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.316666666666743
New Caledonia,NCL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.578317435520754
New Zealand,NZL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.646240284454524
Nicaragua,NIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52317317628473
Niger,NER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.65388922387806
Nigeria,NGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.6968126387972
North Macedonia,MKD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.23929078768441
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Norway,NOR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.54999999999998
Oman,OMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.10920805807027
Pakistan,PAK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.7651191635658
Palau,PLW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.04230533415074
Panama,PAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.739734025300033
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.6737288135593
Paraguay,PRY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.08682280577241
Peru,PER,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.55717663556279
Philippines,PHL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.25369880080982
Poland,POL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.664767331433961
Portugal,PRT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.607397074641719
Puerto Rico (US),PRI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Qatar,QAT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.6765917009819
Romania,ROU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.54479666813897
Russian Federation,RUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.04243725413707
Rwanda,RWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.17434301982009
Samoa,WSM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.30471869303179
San Marino,SMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.644075340346552
Sao Tome and Principe,STP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.43051966119156
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.05347076823965
Senegal,SEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.837284942557434
Serbia,SRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.12231397417769
Seychelles,SYC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.01548191697626
Sierra Leone,SLE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,10.8860609413903
Singapore,SGP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.529809760375464
Sint Maarten (Dutch part),SXM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.111682655737579
Slovak Republic,SVK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.520010196278266
Slovenia,SVN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.054999541670474
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.512485626268792
"Somalia, Fed. Rep.",SOM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
South Africa,ZAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.60290842394872
South Sudan,SSD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,379.999585624026
Spain,ESP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.202598000426452
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.9588884659307
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.687037123294039
St. Lucia,LCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-3.07821765676927
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
St. Vincent and the Grenadines,VCT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.149641647633284
Sudan,SDN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.750253831196
Suriname,SUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,55.4123879763196
Sweden,SWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.984269244577992
Switzerland,CHE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.434618664285835
Syrian Arab Republic,SYR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,47.7051615298923
Tajikistan,TJK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.00458082322139
Tanzania,TZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.17476629301493
Thailand,THA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.188149704448143
Timor-Leste,TLS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.33853876185163
Togo,TGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.28544847051417
Tonga,TON,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.57815515245072
Trinidad and Tobago,TTO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.07066742464024
Tunisia,TUN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.62939937384381
Turkiye,TUR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,7.7751341532833
Turkmenistan,TKM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Turks and Caicos Islands,TCA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Tuvalu,TUV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Uganda,UGA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.70637504616212
Ukraine,UKR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,13.9127101997797
United Arab Emirates,ARE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.61748808904198
United Kingdom,GBR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.0084173681141
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.26158320570536
Uruguay,URY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,9.6394134763508
Uzbekistan,UZB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.130886695236
Vanuatu,VUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.842069084035061
"Venezuela, RB",VEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,254.948534781816
Viet Nam,VNM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.66824816969082
Virgin Islands (U.S.),VIR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.219106604907316
"Yemen, Rep.",YEM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
Zambia,ZMB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,17.8697300795268
Zimbabwe,ZWE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-1.54366960054161
Africa Eastern and Southern,AFE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,6.44687722255584
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.48741550755546
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.36503123461077
Caribbean small states,CSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.402621696824957
Central Europe and the Baltics,CEB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.054999541670474
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.52317317628473
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.27699094497324
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.91731090233378
East Asia & Pacific (IDA & IBRD countries),TEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.75711158908291
Euro area,EMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.166009884375616
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.388838296895799
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.13492713939121
Europe & Central Asia (IDA & IBRD countries),TEC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.19887282892596
European Union,EUU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.18333486112386
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.19056179723773
Heavily indebted poor countries (HIPC),HPC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.38389195513915
High income,HIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.394769306686392
IBRD only,IBD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.12081713361588
IDA & IBRD total,IBT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.81495791361944
IDA blend,IDB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.65038994431573
IDA only,IDX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.74103082110771
IDA total,IDA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.21988689395718
Late-demographic dividend,LTE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.10920805807027
Latin America & Caribbean,LCN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.65038994431573
Latin America & Caribbean (excluding high income),LAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.77316004021475
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.53781710390567
Least developed countries: UN classification,LDC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.34414600997244
Low & middle income,LMY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.95249541214558
Low income,LIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.70637504616212
Lower middle income,LMC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.37153003512095
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.70750189418473
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.69725926870481
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.7651191635658
Middle income,MIC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.72461223295289
North America,NAC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.34517137635811
Not classified,INX,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..
OECD members,OED,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.443258157565783
Other small states,OSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.642702771527304
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.07339388853343
Post-demographic dividend,PST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.607397074641719
Pre-demographic dividend,PRE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.38389195513915
Small states,SST,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,0.644075340346552
South Asia,SAS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.45355240327605
South Asia (IDA & IBRD),TSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.45355240327605
Sub-Saharan Africa,SSF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.30264297710325
Sub-Saharan Africa (excluding high income),SSA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.30264297710325
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,5.30264297710325
Upper middle income,UMC,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.09056659525742
World,WLD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.59691227583204
,,,,
,,,,
,,,,
Data from database: World Development Indicators,,,,
Last Updated: 02/24/2026,,,,
